altitud,dir,fecha,horaHrMax,horaHrMin,horaracha,horatmax,horatmin,hrMax,hrMedia,hrMin,indicativo,nombre,prec,provincia,racha,tmax,tmed,tmin,velmedia
32.0,7.0,2024-09-28,01:40,13:20,19:00,13:04,07:10,94.0,69.0,38.0,6001.0,TARIFA,0.0,CADIZ,19.2,26.7,20.2,13.7,6.1
32.0,8.0,2024-09-29,Varias,12:10,12:50,10:51,Varias,89.0,79.0,63.0,6001.0,TARIFA,0.0,CADIZ,19.7,25.9,23.2,20.6,10.8
32.0,9.0,2024-09-30,Varias,Varias,22:50,Varias,Varias,94.0,80.0,68.0,6001.0,TARIFA,0.0,CADIZ,18.3,25.2,22.7,20.2,9.2
32.0,9.0,2024-10-01,Varias,16:10,00:30,10:19,24:00,96.0,77.0,55.0,6001.0,TARIFA,0.0,CADIZ,16.1,27.6,22.8,18.1,5.6
32.0,26.0,2024-10-02,Varias,13:10,73:40,13:09,00:09,97.0,92.0,82.0,6001.0,TARIFA,0.0,CADIZ,11.4,22.8,20.4,17.9,5.3
32.0,26.0,2024-10-03,Varias,14:30,11:50,11:13,Varias,98.0,93.0,84.0,6001.0,TARIFA,0.0,CADIZ,10.0,22.3,20.8,19.3,4.2
32.0,26.0,2024-10-04,05:40,15:00,14:30,12:39,06:23,98.0,91.0,77.0,6001.0,TARIFA,0.0,CADIZ,10.0,22.7,21.1,19.5,4.4
32.0,27.0,2024-10-05,Varias,13:50,Varias,13:50,23:52,99.0,93.0,81.0,6001.0,TARIFA,0.0,CADIZ,9.2,22.9,21.0,19.1,4.7
32.0,27.0,2024-10-06,Varias,20:50,12:10,20:44,23:53,100.0,94.0,79.0,6001.0,TARIFA,0.0,CADIZ,8.1,21.7,19.8,18.0,3.3
32.0,22.0,2024-10-07,21:30,14:10,18:00,14:07,01:42,99.0,91.0,79.0,6001.0,TARIFA,1.0,CADIZ,11.7,22.7,19.9,17.1,5.6
32.0,99.0,2024-10-08,Varias,12:20,Varias,09:04,15:11,96.0,91.0,82.0,6001.0,TARIFA,0.0,CADIZ,8.9,19.9,18.3,16.7,4.4
32.0,22.0,2024-10-09,19:00,12:10,16:20,12:38,05:55,99.0,88.0,68.0,6001.0,TARIFA,1.2,CADIZ,16.7,22.1,20.0,18.0,6.4
32.0,25.0,2024-10-10,00:00,22:20,13:10,01:07,24:00,97.0,87.0,74.0,6001.0,TARIFA,0.0,CADIZ,8.1,18.8,17.4,16.1,3.9
32.0,11.0,2024-10-11,11:00,08:00,11:10,14:13,02:57,99.0,82.0,72.0,6001.0,TARIFA,15.4,CADIZ,10.0,21.3,18.2,15.2,3.1
32.0,8.0,2024-10-12,00:30,13:20,19:30,13:13,17:30,97.0,84.0,66.0,6001.0,TARIFA,4.0,CADIZ,11.1,21.8,19.9,18.0,3.6
32.0,8.0,2024-10-13,06:50,15:30,00:50,14:06,06:50,96.0,87.0,74.0,6001.0,TARIFA,0.4,CADIZ,11.1,22.2,20.4,18.7,4.4
32.0,10.0,2024-10-14,18:50,12:10,07:40,12:11,04:23,97.0,86.0,69.0,6001.0,TARIFA,15.4,CADIZ,8.9,23.3,21.2,19.0,3.3
32.0,20.0,2024-10-15,Varias,08:50,23:30,10:13,05:37,95.0,86.0,69.0,6001.0,TARIFA,5.6,CADIZ,11.9,21.8,19.7,17.6,3.3
32.0,27.0,2024-10-16,Varias,02:50,23:50,13:07,23:54,96.0,92.0,85.0,6001.0,TARIFA,2.8,CADIZ,15.8,22.7,20.3,17.9,6.1
32.0,26.0,2024-10-17,00:00,15:10,00:40,10:44,21:11,96.0,80.0,73.0,6001.0,TARIFA,0.0,CADIZ,14.2,20.3,18.0,15.7,5.6
32.0,27.0,2024-10-18,01:10,13:10,14:50,13:20,01:25,97.0,81.0,68.0,6001.0,TARIFA,0.0,CADIZ,11.4,20.3,17.6,14.8,4.4
32.0,26.0,2024-10-19,Varias,14:10,14:20,14:03,23:48,96.0,90.0,79.0,6001.0,TARIFA,0.0,CADIZ,10.0,21.2,18.6,15.9,3.9
32.0,8.0,2024-10-20,Varias,15:40,15:10,16:06,06:33,100.0,75.0,52.0,6001.0,TARIFA,0.0,CADIZ,10.6,22.7,18.6,14.4,3.6
32.0,9.0,2024-10-21,02:30,10:00,11:20,12:14,00:24,93.0,78.0,64.0,6001.0,TARIFA,0.0,CADIZ,16.7,21.7,19.7,17.7,7.5
32.0,10.0,2024-10-22,20:20,Varias,14:20,12:04,03:21,93.0,88.0,81.0,6001.0,TARIFA,0.0,CADIZ,17.8,21.2,19.8,18.5,10.6
32.0,9.0,2024-10-23,Varias,Varias,11:40,12:07,06:43,92.0,88.0,82.0,6001.0,TARIFA,0.0,CADIZ,20.0,21.3,20.2,19.0,11.7
32.0,7.0,2024-10-24,04:40,11:50,01:20,11:11,23:45,94.0,91.0,84.0,6001.0,TARIFA,0.0,CADIZ,18.3,21.3,20.2,19.0,8.9
